,hourly_failure_rate,encounter_failure_rate,encounters_affected
team_pulse_flag,0.10885341074020319,0.0,0.0
team_lactate_flag,15.856313497822933,6.432748538011696,11.0
team_ne_flag,6.295355587808419,0.0,0.0
team_fio2_flag,67.87010159651669,27.485380116959064,47.0
team_peep_flag,1.179245283018868,0.0,0.0
team_resp_rate_flag,0.054426705370101594,0.0,0.0
hourly_trach,100.0,100.0,171.0
paralytics_flag,99.3287373004354,97.6608187134503,167.0
